1000 505 999
2000 1005 1999
3000 1506 2999
4000 2005 3999
5000 2503 4998
6000 3005 5998
7000 3075 6998
8000 3075 7998
9000 3480 8997
10000 3588 9997
11000 3588 10997
12000 3588 11997
13000 3845 12996
14000 3845 13996
15000 3845 14996
16000 3845 15996
17000 3974 16995
18000 3974 17995
19000 3974 18995
20000 3974 19995
21000 4039 20994
22000 4039 21994
23000 4039 22994
24000 4039 23994
25000 4072 24993
26000 4072 25993
27000 4072 26993
28000 4072 27993
29000 4089 28992
30000 4089 29992
31000 4089 30992
32000 4089 31992
33000 4098 32991
34000 4098 33991
35000 4098 34991
36000 4098 35991
37000 4103 36990
38000 4103 37990
39000 4103 38990
40000 4103 39990
41000 4106 40989
42000 4106 41989
43000 4106 42989
44000 4106 43989
45000 4106 44989
46000 4108 45988
47000 4108 46988
48000 4108 47988
49000 4108 48988
50000 4118 49558
51000 4120 49945
52000 4120 50187
53000 4120 50422
54000 4120 50652
55000 4120 50875
56000 4120 51106
57000 4120 51327
58000 4120 51544
59000 4120 51744
60000 4120 51975
61000 4120 52202
62000 4120 52424
63000 4120 52632
64000 4120 52839
65000 4120 53053
66000 4120 53259
67000 4120 53463
68000 4120 53662
69000 4120 53847
70000 4120 54073
71000 4120 54300
72000 4120 54521
73000 4120 54734
74000 4120 54934
75000 4120 55151
76000 4120 55361
77000 4120 55563
78000 4120 55760
79000 4120 55945
80000 4120 56162
81000 4120 56369
82000 4120 56571
83000 4120 56773
84000 4120 56966
85000 4120 57159
86000 4120 57353
87000 4120 57547
88000 4120 57732
89000 4120 57916
90000 4120 58098
91000 4120 58281
92000 4120 58519
93000 4120 58734
94000 4120 58957
95000 4120 59167
96000 4120 59377
97000 4120 59592
98000 4120 59788
99000 4120 59998
100000 4120 60185
101000 4120 60381
102000 4120 60595
103000 4120 60802
104000 4120 61005
105000 4120 61200
106000 4120 61390
107000 4120 61592
108000 4120 61787
109000 4120 61971
110000 4120 62163
111000 4120 62340
112000 4120 62521
113000 4120 62724
114000 4120 62936
115000 4120 63137
116000 4120 63341
117000 4120 63534
118000 4120 63721
119000 4120 63922
120000 4120 64115
121000 4120 64300
122000 4120 64484
123000 4120 64665
124000 4120 64842
125000 4120 65044
126000 4120 65237
127000 4120 65427
128000 4120 65613
129000 4120 65795
130000 4120 65961
131000 4120 66154
132000 4120 66337
133000 4120 66511
134000 4120 66692
135000 4120 66858
136000 4120 67030
137000 4120 67198
138000 4120 67434
139000 4120 67656
140000 4120 67881
141000 4120 68089
142000 4120 68299
143000 4120 68514
144000 4120 68714
145000 4120 68920
146000 4120 69114
147000 4120 69295
148000 4120 69519
149000 4120 69726
150000 4120 69928
151000 4120 70127
152000 4120 70314
153000 4120 70513
154000 4120 70709
155000 4120 70894
156000 4120 71085
157000 4120 71269
158000 4120 71444
159000 4120 71644
160000 4120 71858
161000 4120 72056
162000 4120 72263
163000 4120 72457
164000 4120 72642
165000 4120 72845
166000 4120 73038
167000 4120 73224
168000 4120 73414
169000 4120 73596
170000 4120 73762
171000 4120 73971
172000 4120 74166
173000 4120 74349
174000 4120 74536
175000 4120 74718
176000 4120 74892
177000 4120 75083
178000 4120 75266
179000 4120 75440
180000 4120 75615
181000 4120 75789
182000 4120 75961
183000 4120 76125
184000 4120 76344
185000 4120 76550
186000 4120 76753
187000 4120 76952
188000 4120 77140
189000 4120 77340
190000 4120 77535
191000 4120 77721
192000 4120 77912
193000 4120 78095
194000 4120 78270
195000 4120 78461
196000 4120 78656
197000 4120 78849
198000 4120 79039
199000 4120 79217
200000 4120 79399
201000 4120 79580
202000 4120 79765
203000 4120 79948
204000 4120 80114
205000 4120 80296
206000 4120 80469
207000 4120 80636
208000 4120 80816
209000 4120 81014
210000 4120 81208
211000 4120 81395
212000 4120 81579
213000 4120 81761
214000 4120 81935
215000 4120 82121
216000 4120 82303
217000 4120 82476
218000 4120 82658
219000 4120 82828
220000 4120 82996
221000 4120 83168
222000 4120 83353
223000 4120 83536
224000 4120 83707
225000 4120 83888
226000 4120 84057
227000 4120 84229
228000 4120 84394
229000 4120 84575
230000 4120 84740
231000 4120 84906
232000 4120 85076
233000 4120 85240
234000 4120 85403
235000 4120 85557
236000 4120 85773
237000 4120 85996
238000 4120 86215
239000 4120 86426
240000 4120 86621
241000 4120 86841
242000 4120 87045
243000 4120 87246
244000 4120 87440
245000 4120 87631
246000 4120 87831
247000 4120 88044
248000 4120 88237
249000 4120 88445
250000 4120 88637
251000 4120 88819
252000 4120 89023
253000 4120 89209
254000 4120 89396
255000 4120 89582
256000 4120 89763
257000 4120 89929
258000 4120 90147
259000 4120 90352
260000 4120 90552
261000 4120 90746
262000 4120 90938
263000 4120 91130
264000 4120 91324
265000 4120 91515
266000 4120 91698
267000 4120 91880
268000 4120 92061
269000 4120 92242
270000 4120 92437
271000 4120 92629
272000 4120 92812
273000 4120 92996
274000 4120 93177
275000 4120 93346
276000 4120 93535
277000 4120 93715
278000 4120 93888
279000 4120 94069
280000 4120 94233
281000 4120 94404
282000 4120 94567
283000 4120 94787
284000 4120 94991
285000 4120 95192
286000 4120 95386
287000 4120 95576
288000 4120 95770
289000 4120 95963
290000 4120 96153
291000 4120 96337
292000 4120 96519
293000 4120 96693
294000 4120 96882
295000 4120 97074
296000 4120 97268
297000 4120 97451
298000 4120 97634
299000 4120 97808
300000 4120 97987
301000 4120 98172
302000 4120 98353
303000 4120 98527
304000 4120 98699
305000 4120 98871
306000 4120 99036
307000 4120 99209
308000 4120 99409
309000 4120 99600
310000 4120 99784
311000 4120 99968
312000 4120 100149
313000 4120 100314
314000 4120 100506
315000 4120 100687
316000 4120 100860
317000 4120 101034
318000 4120 101206
319000 4120 101376
320000 4120 101537
321000 4120 101731
322000 4120 101906
323000 4120 102079
324000 4120 102259
325000 4120 102424
326000 4120 102595
327000 4120 102757
328000 4120 102939
329000 4120 103104
330000 4120 103276
331000 4120 103438
332000 4120 103602
333000 4120 103765
334000 4120 103927
335000 4120 104099
336000 4120 104311
337000 4120 104512
338000 4120 104715
339000 4120 104907
340000 4120 105090
341000 4120 105292
342000 4120 105484
343000 4120 105667
344000 4120 105857
345000 4120 106038
346000 4120 106213
347000 4120 106403
348000 4120 106598
349000 4120 106782
350000 4120 106970
351000 4120 107151
352000 4120 107328
353000 4120 107509
354000 4120 107693
355000 4120 107866
356000 4120 108039
357000 4120 108217
358000 4120 108385
359000 4120 108548
360000 4120 108736
361000 4120 108930
362000 4120 109115
363000 4120 109305
364000 4120 109483
365000 4120 109662
366000 4120 109842
367000 4120 110026
368000 4120 110201
369000 4120 110373
370000 4120 110553
371000 4120 110725
372000 4120 110890
373000 4120 111061
374000 4120 111245
375000 4120 111426
376000 4120 111591
377000 4120 111772
378000 4120 111944
379000 4120 112108
380000 4120 112279
381000 4120 112452
382000 4120 112624
383000 4120 112788
384000 4120 112951
385000 4120 113114
386000 4120 113277
387000 4120 113434
388000 4120 113619
389000 4120 113812
390000 4120 113997
391000 4120 114187
392000 4120 114368
393000 4120 114544
394000 4120 114723
395000 4120 114907
396000 4120 115082
397000 4120 115253
398000 4120 115435
399000 4120 115600
400000 4120 115771
401000 4120 115942
402000 4120 116126
403000 4120 116302
404000 4120 116473
405000 4120 116654
406000 4120 116826
407000 4120 116990
408000 4120 117159
409000 4120 117334
410000 4120 117498
411000 4120 117661
412000 4120 117832
413000 4120 117995
414000 4120 118158
415000 4120 118312
416000 4120 118492
417000 4120 118673
418000 4120 118848
419000 4120 119021
420000 4120 119195
421000 4120 119366
422000 4120 119529
423000 4120 119702
424000 4120 119874
425000 4120 120045
426000 4120 120202
427000 4120 120372
428000 4120 120534
429000 4120 120697
430000 4120 120851
431000 4120 121031
